chr	start	end	gene_name	gene_tss	strand	distance	score	label
chr11	61871048	61871769	PRPF19	60906587	-	964819	-0.0206298575872059	0
chr11	61871048	61871769	SLC3A2	62856102	+	984603	-0.0105660116852861	0
chr11	61871048	61871769	TMEM138	61362001	+	509408	0.0069997472519391	0
chr11	61871048	61871769	TMEM179B	62787415	+	915993	-8.99460091104976e-05	0
chr11	61871048	61871769	TMEM223	62792020	-	920606	-0.0105680627818792	0
chr11	61871048	61871769	TMEM258	61792801	-	78795	-0.0054983658554133	0
chr11	61871048	61871769	UBXN1	62679116	-	807709	0.0343154003317398	0
chr11	61871048	61871769	UQCC3	62670273	+	800245	-0.0162866915651365	0
chr11	61971409	61972293	FTH1	61967659	-	4191	-0.422771301242124	1
chr11	61971409	61972293	LBHD1	62672254	-	699918	0.0199484801907512	0
chr11	61971409	61972293	TMEM258	61792801	-	179238	-0.0087773509328648	0
chr11	62025411	62026080	TMEM179B	62787415	+	761656	-0.0275323046061766	0
chr11	62025411	62026080	TMEM258	61792801	-	233132	0.0097501713153971	0
chr11	62025411	62026080	WDR74	62841808	-	814411	-0.0601979141720825	0
chr11	62041876	62042808	B3GAT3	62622174	-	579833	-0.0129953279237155	0
chr11	62041876	62042808	FADS1	61829317	-	225285	0.0346849781145133	0
chr11	62041876	62042808	FEN1	61792637	+	249706	0.0064249164536616	0
chr11	62041876	62042808	FTH1	61967659	-	74682	0.0252938520250816	0
chr11	62041876	62042808	LBHD1	62672254	-	629427	-0.014058180455682	0
chr11	62041876	62042808	POLR2G	62761544	+	719196	-0.0070263151920659	0
chr11	62041876	62042808	SDHAF2	61430042	+	612218	0.0073364478233637	0
chr11	62041876	62042808	SLC3A2	62856102	+	813669	0.0316003835323246	0
chr11	62041876	62042808	TMEM258	61792801	-	249729	0.0082830157839888	0
chr11	62041876	62042808	UBXN1	62679116	-	636775	0.0021718874307559	0
chr11	62041876	62042808	UQCC3	62670273	+	629311	0.0024194883204771	0
chr11	62104974	62105575	FADS1	61829317	-	288217	0.0347175231329007	0
chr11	62104974	62105575	FEN1	61792637	+	312638	-0.0012276419753708	0
chr11	62104974	62105575	FTH1	61967659	-	137614	0.0578520636157334	0
chr11	62104974	62105575	TMEM179B	62787415	+	682127	0.0110812195610383	0
chr11	62104974	62105575	UBXN1	62679116	-	573843	0.0215032726815696	0
chr11	62104974	62105575	UQCC3	62670273	+	566379	-0.007451654886538	0
chr11	62680733	62681233	FTH1	61967659	-	713323	0.104406712300712	0
chr11	62680733	62681233	LBHD1	62672254	-	9214	0.0309052989481053	0
chr11	63531389	63531889	PRDX5	64318088	+	786448	-0.0079682816465512	0
chr11	63531389	63531889	TRMT112	64318083	-	786445	-0.0116386494029941	0
chr11	63531389	63531889	UQCC3	62670273	+	859986	-0.0106737123432392	0
chr11	63566946	63567809	COX8A	63974607	+	407229	-0.0277757804122953	0
chr11	63566946	63567809	DNAJC4	64230278	+	663054	0.0033191081456394	0
chr11	63566946	63567809	FKBP2	64241003	+	673563	-0.0255477215786623	0
chr11	63566946	63567809	PRDX5	64318088	+	750710	-0.0039878809405392	0
chr11	63566946	63567809	TRMT112	64318083	-	750707	-0.0134555644269473	0
chr11	63566946	63567809	UBXN1	62679116	-	888260	0.0269603520235433	0
chr11	63566946	63567809	UQCC3	62670273	+	895724	-0.0031271424436954	0
chr11	63802740	63803379	COX8A	63974607	+	171547	-0.0247590860192387	0
chr11	63802740	63803379	FKBP2	64241003	+	437881	-0.0132511253984283	0
chr11	63802740	63803379	SF1	64778785	-	975785	0.0302400366790396	0
chr11	63837159	63837659	COX8A	63974607	+	137197	0.003696256574335	0
chr11	63837159	63837659	DNAJC4	64230278	+	393022	0.0368244740901202	0
chr11	63837159	63837659	FKBP2	64241003	+	403531	-0.0314047451782543	0
chr11	63837159	63837659	PRDX5	64318088	+	480678	-0.000729295738535	0
chr11	63837159	63837659	RTN3	63681446	+	155960	0.0412777959097939	0
chr11	63837159	63837659	SF1	64778785	-	941435	0.0173647771157537	0
chr11	63837159	63837659	SLC3A2	62856102	+	981398	0.0361340752894497	0
chr11	63837159	63837659	TRMT112	64318083	-	480675	-0.0027288629042215	0
chr11	63837159	63837659	WDR74	62841808	-	997253	-0.0513397233573732	0
chr11	64334970	64335891	ARL2	65014113	+	678682	-0.0202680070620567	0
chr11	64334970	64335891	ATL3	63671920	-	663700	-0.0144526286521746	0
chr11	64334970	64335891	BAD	64284703	-	50726	0.0035592310200991	0
chr11	64334970	64335891	CAPN1	65180566	+	846402	0.0016441583305883	0
chr11	64334970	64335891	CDCA5	65084163	-	748713	-0.0231808841325786	0
chr11	64334970	64335891	COX8A	63974607	+	360824	-0.0163796351290917	0
chr11	64334970	64335891	DNAJC4	64230278	+	104999	0.0297639602384541	0
chr11	64334970	64335891	ESRRA	64305572	+	29903	-0.0385817585853391	0
chr11	64334970	64335891	FAU	65122472	-	786770	0.0185604831286716	0
chr11	64334970	64335891	FKBP2	64241003	+	94490	-0.0139065704402808	0
chr11	64334970	64335891	MACROD1	64166105	-	169317	-0.0097309953419255	0
chr11	64334970	64335891	MRPL49	65122183	+	786813	-0.0340167328617113	0
chr11	64334970	64335891	NUDT22	64225941	+	109157	-0.0039185551029417	0
chr11	64334970	64335891	PRDX5	64318088	+	17343	0.002761570166468	0
chr11	64334970	64335891	RTN3	63681446	+	653981	0.0011723361323374	0
chr11	64334970	64335891	SF1	64778785	-	443414	-0.0066286502837635	0
chr11	64334970	64335891	STIP1	64185272	+	149316	-0.0266782212118075	0
chr11	64334970	64335891	TRMT112	64318083	-	17346	-0.0184006893545184	0
chr11	64334970	64335891	ZFPL1	65084223	+	748791	0.0023765370203445	0
chr11	64472625	64473845	ARL2	65014113	+	540877	-0.0429912438559233	0
chr11	64472625	64473845	COX8A	63974607	+	498629	-0.0193617153053711	0
chr11	64472625	64473845	DNAJC4	64230278	+	242804	0.0207367056313086	0
chr11	64472625	64473845	FAU	65122472	-	648965	-0.0007074533511773	0
chr11	64472625	64473845	FKBP2	64241003	+	232295	-0.0283950707387695	0
chr11	64472625	64473845	RTN3	63681446	+	791786	0.0277103003323869	0
chr11	64472625	64473845	TRMT112	64318083	-	155151	-0.020620068045351	0
chr11	65150605	65151105	CFL1	65862025	-	707478	-0.0665362556005131	0
chr11	65150605	65151105	DNAJC4	64230278	+	920424	0.100533279473667	0
chr11	65150605	65151105	DRAP1	65919257	+	768401	-0.0490842986529234	0
chr11	65150605	65151105	FAU	65122472	-	28655	0.0368858734134387	0
chr11	65150605	65151105	FKBP2	64241003	+	909915	-0.0327791866930718	0
chr11	65150605	65151105	NEAT1	65422774	+	271942	-0.0089023249803338	0
chr11	65150605	65151105	PRDX5	64318088	+	832768	0.0268976199498474	0
chr11	65150605	65151105	SF1	64778785	-	372011	-0.0092963335991883	0
chr11	65150605	65151105	SF3B2	66050729	+	901489	0.0463873345220858	0
chr11	65150605	65151105	SSSCA1	65570430	+	419603	-0.0178010598174907	0
chr11	65150605	65151105	STIP1	64185272	+	964741	-0.0103168290739053	0
chr11	65150605	65151105	TRMT112	64318083	-	832771	-0.0114405502473329	0
chr11	65362343	65362917	BANF1	66002079	+	639448	-0.0094182977811335	0
chr11	65362343	65362917	BRMS1	66345124	-	982481	-0.0299423656149437	0
chr11	65362343	65362917	DRAP1	65919257	+	556626	-0.0136001119770915	0
chr11	65362343	65362917	FAU	65122472	-	240430	0.0270000602922353	0
chr11	65362343	65362917	FIBP	65888538	-	525909	-0.00312255461099	1
chr11	65362343	65362917	MALAT1	65497762	+	135107	0.0318830509918762	0
chr11	65362343	65362917	NEAT1	65422774	+	60167	0.02704120518052	0
chr11	65362343	65362917	RNASEH2C	65720946	-	358308	-0.0204412622515262	0
chr11	65362343	65362917	SAC3D1	65040901	+	321727	-0.0173561190474272	0
chr11	65362343	65362917	SF3B2	66050729	+	689714	-0.021161734436481	0
chr11	65362343	65362917	SSSCA1	65570430	+	207828	-0.0199669767529605	0
chr11	65416275	65416775	BANF1	66002079	+	585553	0.0414764958058698	0
chr11	65416275	65416775	MALAT1	65497762	+	81212	0.0077407102796962	0
chr11	65416275	65416775	SF3B2	66050729	+	635819	-0.0174150381704443	0
chr11	65418191	65419462	BANF1	66002079	+	583252	0.017784863615113	0
chr11	65418191	65419462	DRAP1	65919257	+	500430	-0.0302163635262525	0
chr11	65418191	65419462	FAU	65122472	-	296626	0.0436295420886927	0
chr11	65418191	65419462	SF3B2	66050729	+	633518	-0.0235322169693055	0
chr11	65419862	65420362	ARL2	65014113	+	406000	0.0030570544503909	0
chr11	65419862	65420362	BANF1	66002079	+	581966	-0.0105137653240096	0
chr11	65419862	65420362	CCDC85B	65890112	+	470291	0.0030150510451547	0
chr11	65419862	65420362	DRAP1	65919257	+	499144	0.0056776771813857	0
chr11	65419862	65420362	FAU	65122472	-	297912	0.0408483114250639	0
chr11	65419862	65420362	FIBP	65888538	-	468427	0.0168874939818742	0
chr11	65419862	65420362	MALAT1	65497762	+	77625	0.0380007838759997	0
chr11	65419862	65420362	NEAT1	65422774	+	2685	-0.100299330170257	0
chr11	65419862	65420362	RNASEH2C	65720946	-	300826	-0.0270485310018467	0
chr11	65419862	65420362	SF3B2	66050729	+	632232	-0.044103834958035	0
chr11	65421107	65421607	ARL2	65014113	+	407245	0.0088960099940826	0
chr11	65421107	65421607	CCDC85B	65890112	+	469046	0.0109225863241966	0
chr11	65421107	65421607	DRAP1	65919257	+	497899	-0.0032898300656876	0
chr11	65421107	65421607	FAU	65122472	-	299157	0.036652389029201	0
chr11	65421107	65421607	FIBP	65888538	-	467182	0.0051655805333237	0
chr11	65471299	65471799	CCDC85B	65890112	+	418854	0.0288848191957145	0
chr11	65471299	65471799	CFL1	65862025	-	386784	-0.0233022428137721	0
chr11	65471299	65471799	DRAP1	65919257	+	447707	-0.0207544938985668	0
chr11	65471299	65471799	FAU	65122472	-	349349	0.0311537528202956	0
chr11	65471299	65471799	MRPL11	66466737	-	967299	-0.0268636402156595	0
chr11	65471299	65471799	SF1	64778785	-	692705	0.0378069494084408	0
chr11	65471299	65471799	SF3B2	66050729	+	580795	-0.0037157816942358	0
chr11	65471299	65471799	SSSCA1	65570430	+	98909	-0.0457513232533846	0
chr11	65471299	65471799	YIF1A	66289169	-	817618	-0.0182553970790385	0
chr11	65472002	65472502	ARL2	65014113	+	458140	0.001047735574152	0
chr11	65472002	65472502	BANF1	66002079	+	529826	0.0079686853903042	0
chr11	65472002	65472502	BRMS1	66345124	-	872859	0.0343745761589451	0
chr11	65472002	65472502	CCDC85B	65890112	+	418151	-0.0097503067736028	0
chr11	65472002	65472502	CFL1	65862025	-	386081	-0.031772715221566	0
chr11	65472002	65472502	DPF2	65333754	+	138499	0.0103222026688377	0
chr11	65472002	65472502	DRAP1	65919257	+	447004	-0.0073926877913174	0
chr11	65472002	65472502	FAU	65122472	-	350052	0.012867593836341	0
chr11	65472002	65472502	FIBP	65888538	-	416287	0.0150238290008726	0
chr11	65472002	65472502	MALAT1	65497762	+	25485	-0.072927939945415	0
chr11	65472002	65472502	MRPL11	66466737	-	966596	-0.0174699472626656	0
chr11	65472002	65472502	MRPL49	65122183	+	350009	-0.0134652709606848	0
chr11	65472002	65472502	NEAT1	65422774	+	49455	0.0188950887756178	0
chr11	65472002	65472502	RAB1B	66268533	+	796332	0.0094603407242301	0
chr11	65472002	65472502	RNASEH2C	65720946	-	248686	-0.0170180522371302	0
chr11	65472002	65472502	SF1	64778785	-	693408	-0.0154179512044124	0
chr11	65472002	65472502	SF3B2	66050729	+	580092	-0.0052590166029519	0
chr11	65472002	65472502	SSSCA1	65570430	+	98206	-0.0320496342900013	0
chr11	65472002	65472502	YIF1A	66289169	-	816915	0.0010546422409105	0
chr11	65477117	65477876	ARL2	65014113	+	463384	-0.0143367860740155	0
chr11	65477117	65477876	BANF1	66002079	+	524582	0.0248401823773343	0
chr11	65477117	65477876	BRMS1	66345124	-	867615	-0.0159218424943254	0
chr11	65477117	65477876	CAPN1	65180566	+	295664	-0.0028056591186718	0
chr11	65477117	65477876	CCDC85B	65890112	+	412907	-0.0260910973856044	0
chr11	65477117	65477876	CDCA5	65084163	-	393353	-0.0165152568433975	0
chr11	65477117	65477876	CFL1	65862025	-	380837	-0.0454501424606097	0
chr11	65477117	65477876	DRAP1	65919257	+	441760	-0.0319700014053802	0
chr11	65477117	65477876	FAU	65122472	-	355296	0.0253124313132793	0
chr11	65477117	65477876	FIBP	65888538	-	411043	-0.0119563991028477	0
chr11	65477117	65477876	MALAT1	65497762	+	20241	-0.0146643893266235	0
chr11	65477117	65477876	MRPL11	66466737	-	961352	-0.02059696636426	0
chr11	65477117	65477876	NEAT1	65422774	+	54699	0.056796590985605	0
chr11	65477117	65477876	RNASEH2C	65720946	-	243442	-0.049784446059341	0
chr11	65477117	65477876	SAC3D1	65040901	+	436593	0.0076573623930549	0
chr11	65477117	65477876	SF1	64778785	-	698652	0.0229163652904587	0
chr11	65477117	65477876	SF3B2	66050729	+	574848	-0.0224517543766541	0
chr11	65477117	65477876	SSSCA1	65570430	+	92962	-0.0424533533051666	0
chr11	65477117	65477876	YIF1A	66289169	-	811671	-0.048139221151443	0
chr11	65478647	65479147	ARL2	65014113	+	464785	-0.0068645918624016	0
chr11	65478647	65479147	BANF1	66002079	+	523181	0.0121612145203946	0
chr11	65478647	65479147	CAPN1	65180566	+	297065	0.0195358734464903	0
chr11	65478647	65479147	CCDC85B	65890112	+	411506	-0.0362243209701429	0
chr11	65478647	65479147	CFL1	65862025	-	379436	-0.0212237871959856	0
chr11	65478647	65479147	DRAP1	65919257	+	440359	-0.0199725360398959	0
chr11	65478647	65479147	FAU	65122472	-	356697	0.0495211014638963	0
chr11	65478647	65479147	MALAT1	65497762	+	18840	0.050277495578259	0
chr11	65478647	65479147	SF1	64778785	-	700053	0.0246126625132082	0
chr11	65478647	65479147	SF3B2	66050729	+	573447	-0.0054901588797438	0
chr11	65478647	65479147	YIF1A	66289169	-	810270	-0.0016233908155168	0
chr11	65479392	65479892	BANF1	66002079	+	522436	0.0266729463718254	0
chr11	65479392	65479892	BRMS1	66345124	-	865469	-0.0200941807230239	0
chr11	65479392	65479892	CFL1	65862025	-	378691	-0.0118721110444528	0
chr11	65479392	65479892	DRAP1	65919257	+	439614	0.0294741756842871	0
chr11	65479392	65479892	SF3B2	66050729	+	572702	-0.0379695456708153	0
chr11	65491691	65492191	BANF1	66002079	+	510137	-0.0078333748950064	0
chr11	65491691	65492191	BRMS1	66345124	-	853170	-0.0109495298648904	0
chr11	65491691	65492191	CCDC85B	65890112	+	398462	0.0072575886182981	0
chr11	65491691	65492191	CFL1	65862025	-	366392	-0.0239286344735645	0
chr11	65491691	65492191	DPF2	65333754	+	158188	0.0005637075652289	0
chr11	65491691	65492191	FAU	65122472	-	369741	0.0167014397899055	0
chr11	65491691	65492191	FIBP	65888538	-	396598	-0.0069688315008025	0
chr11	65491691	65492191	MRPL11	66466737	-	946907	-0.0098080871562447	0
chr11	65491691	65492191	NEAT1	65422774	+	69144	0.0443303234207777	0
chr11	65491691	65492191	RNASEH2C	65720946	-	228997	-0.0295785566141653	0
chr11	65491691	65492191	SF1	64778785	-	713097	0.0408337209216223	0
chr11	65491691	65492191	SF3B2	66050729	+	560403	0.0022861444162287	0
chr11	65492527	65493335	BRMS1	66345124	-	852180	-0.0309417475116507	0
chr11	65492527	65493335	CFL1	65862025	-	365402	-0.0256409241226283	0
chr11	65492527	65493335	DRAP1	65919257	+	426325	-0.0152775777475627	0
chr11	65492527	65493335	FAU	65122472	-	370731	-7.09217882227664e-05	0
chr11	65492527	65493335	FIBP	65888538	-	395608	0.0257487223100288	0
chr11	65492527	65493335	MRPL11	66466737	-	945917	-0.0244561773371048	0
chr11	65492527	65493335	SF1	64778785	-	714087	-0.003240490075249	0
chr11	65492527	65493335	SF3B2	66050729	+	559413	-0.043332151721334	0
chr11	65492527	65493335	YIF1A	66289169	-	796236	-0.0165120907191697	0
chr11	65493787	65494287	ARL2	65014113	+	479925	-0.0175745950952136	0
chr11	65493787	65494287	BANF1	66002079	+	508041	0.0173819229622942	0
chr11	65493787	65494287	CAPN1	65180566	+	312205	0.0030945424103239	0
chr11	65493787	65494287	FAU	65122472	-	371837	0.0381857650669006	0
chr11	65493787	65494287	YIF1A	66289169	-	795130	-0.0067795107019611	0
chr11	65510688	65511188	BANF1	66002079	+	491140	0.0003237901789543	0
chr11	65510688	65511188	BRMS1	66345124	-	834173	0.023034593033995	0
chr11	65510688	65511188	CFL1	65862025	-	347395	-0.018033941346382	0
chr11	65510688	65511188	FAU	65122472	-	388738	0.0302688335630907	0
chr11	65510688	65511188	MRPL11	66466737	-	927910	-0.0053079673848206	0
chr11	65510688	65511188	NEAT1	65422774	+	88141	0.020787006247535	0
chr11	65510688	65511188	SF3B2	66050729	+	541406	-0.0257548621708594	0
chr11	65510688	65511188	YIF1A	66289169	-	778229	-0.0350529610729718	0
chr11	65692158	65692962	BANF1	66002079	+	309518	0.0153466297040188	0
chr11	65692158	65692962	CCDC85B	65890112	+	197843	0.0009995929240145	0
chr11	65692158	65692962	DRAP1	65919257	+	226696	0.0141989340131923	0
chr11	65692158	65692962	FAU	65122472	-	570360	0.0407953431527752	0
chr11	65692158	65692962	MALAT1	65497762	+	194823	0.0503120805734267	0
chr11	65692158	65692962	MRPL11	66466737	-	746288	-0.0146243147839524	0
chr11	65903079	65903579	ARL2	65014113	+	889217	-0.005138008756196	0
chr11	65903079	65903579	BANF1	66002079	+	98749	-0.0255247311374771	0
chr11	65903079	65903579	CFL1	65862025	-	44996	-0.0354061778881587	0
chr11	65903079	65903579	FAU	65122472	-	781129	0.0293383226284498	0
chr11	65903079	65903579	MALAT1	65497762	+	405592	0.0838980742263764	0
chr11	65903079	65903579	MRPL11	66466737	-	535519	0.0088364858832736	0
chr11	65903079	65903579	SF3B2	66050729	+	149015	-0.0095210614955959	0
chr11	65903079	65903579	SSSCA1	65570430	+	332871	-0.0053572128714405	0
chr11	65906553	65907053	BANF1	66002079	+	95275	0.0174720987580537	0
chr11	65906553	65907053	CFL1	65862025	-	48470	-0.0302624206665544	0
chr11	65906553	65907053	FAU	65122472	-	784603	-0.0016111429912809	0
chr11	65906553	65907053	MALAT1	65497762	+	409066	-0.0216154906452851	0
chr11	65906553	65907053	MRPL11	66466737	-	532045	-0.005087186320608	0
chr11	65928038	65928538	ARL2	65014113	+	914176	-0.0330916960018495	0
chr11	65928038	65928538	BANF1	66002079	+	73790	0.0065374554193835	0
chr11	65928038	65928538	CDCA5	65084163	-	844145	-0.0160838378472753	0
chr11	65928038	65928538	CFL1	65862025	-	69955	-0.0467374022942315	0
chr11	65928038	65928538	DRAP1	65919257	+	9032	-0.0969431020251811	1
chr11	65928038	65928538	FAU	65122472	-	806088	0.0382852684885751	0
chr11	65928038	65928538	FIBP	65888538	-	39749	-0.0097858396236977	0
chr11	65928038	65928538	MALAT1	65497762	+	430551	0.0382803977987762	0
chr11	65928038	65928538	SAC3D1	65040901	+	887385	0.003668775530313	0
chr11	65928038	65928538	SART1	65961689	+	33400	-0.006024891146898	0
chr11	65928038	65928538	YIF1A	66289169	-	360879	-0.0136511927298093	0
chr11	65928608	65929108	DRAP1	65919257	+	9602	-0.062345340881231	0
chr11	65928608	65929108	FAU	65122472	-	806658	0.0058350556311697	0
chr11	65928608	65929108	YIF1A	66289169	-	360309	-0.0389841618706795	0
chr11	65941318	65941818	BANF1	66002079	+	60510	-0.0353914261531869	0
chr11	65941318	65941818	CFL1	65862025	-	83235	-0.0688524937409493	0
chr11	65941318	65941818	DRAP1	65919257	+	22312	-0.0364161703325092	0
chr11	65941318	65941818	FAU	65122472	-	819368	0.0297003159568998	0
chr11	66987041	66987541	BANF1	66002079	+	985213	0.0146433702009643	0
chr11	66987041	66987541	GSTP1	67583595	+	596303	-0.0402636808415844	0
chr11	66987041	66987541	SF3B2	66050729	+	934947	0.0361029629862173	0
chr11	66987041	66987541	YIF1A	66289169	-	698124	0.0132821486378143	0
chr11	67572611	67573568	GSTP1	67583595	+	10505	-0.0373388140551065	0
chr11	67572611	67573568	NDUFS8	68030617	+	457527	-3.7254244303786e-05	0
chr11	67572611	67573568	POLD4	67356971	-	219493	0.0455858627072021	0
chr11	67572611	67573568	PPP1CA	67421182	-	171184	0.0120064328494005	0
chr11	67600315	67601033	GSTP1	67583595	+	17080	-0.114455651771257	1
chr11	67600315	67601033	NDUFS8	68030617	+	429942	-0.0118948456882554	0
chr11	67620654	67621154	GSTP1	67583595	+	37310	-0.0587993153001695	0
chr11	67620654	67621154	KMT5B	68213827	-	592413	0.0232194444720528	0
chr11	67620654	67621154	NDUFS8	68030617	+	409712	-0.0073850712395856	0
chr11	67620654	67621154	POLD4	67356971	-	267308	0.101692781615026	0
chr11	67620654	67621154	PPP1CA	67421182	-	218999	-0.0332600198560542	0
chr11	67620654	67621154	RPS6KB2	67428460	+	192441	-0.0033969674369608	0
chr11	68282033	68282533	GSTP1	67583595	+	698689	-0.0252578271274648	0
chr11	68282033	68282533	MRPL21	68903834	-	621552	-0.0150314284423051	0
chr11	68945790	68946290	NDUFS8	68030617	+	915424	0.0055479388573316	0
chr11	69396079	69396579	MRPL21	68903834	-	492494	-0.0230331393843115	0
chr11	69950010	69950510	CTTN	70398404	+	448245	-0.0003917146160462	0
chr11	72493741	72494461	LAMTOR1	72103386	-	390714	-0.0189120993279569	0
chr11	73779049	73779999	COA4	73876987	-	97321	-0.007218023303857	0
chr11	73784247	73784747	COA4	73876987	-	92348	-0.0711376205875899	0
chr11	74673224	74674106	RPS3	75399486	+	725825	0.0576024896379077	0
chr11	75022812	75023312	RPS3	75399486	+	376428	0.0538632112414694	0
chr11	75030098	75030598	PPME1	74171099	+	859286	0.0021498329280276	0
chr11	75030098	75030598	RPS3	75399486	+	369142	0.0383404799899967	0
chr11	75030098	75030598	SERPINH1	75562056	+	531707	-0.0186694568073219	0
chr11	75030098	75030598	SPCS2	74949247	+	81102	-0.0507800765914497	0
chr11	75031192	75031841	RPS3	75399486	+	367974	0.0778712421569292	0
chr11	75031891	75032391	RPS3	75399486	+	367349	0.0344736900215601	0
chr11	75031891	75032391	SPCS2	74949247	+	82895	-0.046197738325734	0
chr11	75059203	75059703	RPS3	75399486	+	340037	0.0402910199139963	0
chr11	75059203	75059703	SPCS2	74949247	+	110207	-0.0310816096310407	0
chr11	75096776	75097276	OR2AT4	75089753	-	7313	-0.0121448336286851	1
chr11	75096776	75097276	P4HA3	74311656	-	785350	0.015752328820402	0
chr11	75096776	75097276	RPS3	75399486	+	302464	0.0451554729498058	0
chr11	75096776	75097276	SPCS2	74949247	+	147780	-0.0004944124140057	0
chr11	75096776	75097276	UVRAG	75815167	+	718140	-0.0091972308417099	0
chr11	75533988	75535423	RPS3	75399486	+	135215	-0.0011601221655412	0
chr11	75533988	75535423	SERPINH1	75562056	+	27350	-0.0745046368675739	1
chr11	75537046	75537546	RPS3	75399486	+	137806	0.0513594973094171	0
chr11	75538583	75539083	RPS3	75399486	+	139343	0.02723645444457	0
chr11	75538583	75539083	SPCS2	74949247	+	589587	-0.0384045485434535	0
chr11	75558095	75558595	RPS3	75399486	+	158855	0.0671784218968139	0
chr11	75558095	75558595	SPCS2	74949247	+	609099	0.0141895097997657	0
chr11	75559011	75560060	RPS3	75399486	+	160045	0.02911794560794	0
chr11	75559011	75560060	SPCS2	74949247	+	610289	-0.0142084903692649	0
chr11	76735825	76736558	CLNS1A	77637804	-	901615	0.0238923790240924	0
chr11	76745566	76746279	CLNS1A	77637804	-	891884	0.0228948344467828	0
chr11	76823302	76824758	CLNS1A	77637804	-	813776	-0.0040615177277262	0
chr11	77644460	77645164	CLNS1A	77637804	-	7006	-0.0677803107766578	0
chr11	86134577	86135528	PICALM	86069881	-	65955	-0.0823094105874076	1
chr11	86134577	86135528	TMEM126A	85647967	+	487134	0.0100085689078653	0
chr11	86134577	86135528	TMEM126B	85628573	+	506480	0.0010798105338736	0
chr11	86143550	86144050	HIKESHI	86302211	+	158426	-0.0255556867121168	0
chr11	86143550	86144050	PICALM	86069881	-	74703	-0.18742148331837	1
chr11	86143550	86144050	TMEM126A	85647967	+	495882	0.0108384365907743	0
chr11	86143550	86144050	TMEM126B	85628573	+	515228	0.0154083223742483	0
chr11	86148009	86148811	PICALM	86069881	-	79313	-0.19269538409777	1
chr11	86148009	86148811	TMEM126B	85628573	+	519838	0.0107993809422642	0
chr11	86151226	86151726	EED	86244544	+	92907	-0.0470502496341851	1
chr11	86151226	86151726	HIKESHI	86302211	+	150750	-0.026726483790241	0
chr11	86151226	86151726	PICALM	86069881	-	82379	-0.128419943783066	1
chr11	86151226	86151726	TMEM126A	85647967	+	503558	0.0178334547274945	0
chr11	86151226	86151726	TMEM126B	85628573	+	522904	-0.0009199326550579	0
chr11	86158462	86159404	TMEM126B	85628573	+	530361	0.0060516648841701	0
chr11	86162957	86163653	HIKESHI	86302211	+	138921	0.0007605743544867	0
chr11	86174203	86175075	HIKESHI	86302211	+	127587	-0.0410730224328022	0
chr11	86174203	86175075	PICALM	86069881	-	105542	-0.146599694301711	1
chr11	86174203	86175075	TMEM126B	85628573	+	546067	0.0075652272859851	0
chr11	86175661	86176963	HIKESHI	86302211	+	125914	-0.0265113910543803	0
chr11	86175661	86176963	PICALM	86069881	-	107215	-0.131671678728439	1
chr11	86175661	86176963	TMEM126A	85647967	+	528394	0.0361400906696385	0
chr11	86175661	86176963	TMEM126B	85628573	+	547740	0.0104424149117377	0
chr11	86182972	86184155	HIKESHI	86302211	+	118663	-0.0092380194119275	0
chr11	86182972	86184155	PICALM	86069881	-	114466	-0.0563734956547516	0
chr11	86182972	86184155	TMEM126A	85647967	+	535645	-0.027023875712359	0
chr11	86182972	86184155	TMEM126B	85628573	+	554991	-0.0084444521774876	0
chr11	87035624	87036544	PICALM	86069881	-	966987	0.0058681683334627	0
chr11	88357085	88358410	CTSC	88337786	-	19960	-0.120397145667911	1
chr11	93000534	93001034	TAF1D	93784390	-	740753	0.0732147334916615	0
chr11	95147369	95147869	CEP57	95789965	+	642841	-0.0042513060422623	0
chr11	95147369	95147869	CWC15	94973611	-	174007	-0.0179821481871016	0
chr11	95147369	95147869	ENDOD1	95089810	+	57810	-0.041019304609885	1
chr11	95148818	95149318	CEP57	95789965	+	641392	0.002114013720929	0
chr11	95733129	95733629	CEP57	95789965	+	57081	-0.0265447716304553	0
chr11	102341813	102342483	DCUN1D5	103092214	-	750067	-0.0132232721557544	0
chr11	102341813	102342483	TMEM123	102470383	-	110896	0.0109560201567496	0
chr11	109892426	109893205	RDX	110296721	-	403897	-0.0285613244337033	0
chr11	113554592	113555675	REXO2	114439386	+	884252	-0.0750569542100021	0
chr11	113634896	113635396	REXO2	114439386	+	804239	-0.0027002589617288	0
chr11	113663611	113664472	REXO2	114439386	+	775344	-0.0294572304023403	0
chr11	113664603	113665540	REXO2	114439386	+	774314	-0.0005293533701831	0
chr11	113730731	113731519	RBM7	114400030	+	669403	0.051140874613625	0
chr11	113730731	113731519	REXO2	114439386	+	708260	-0.0539220269872711	0
chr11	114384193	114384904	RBM7	114400030	+	15980	0.0107766784877881	0
chr11	118604494	118604994	HMBS	119084866	+	480132	0.0049478461908003	0
chr11	118604494	118604994	RPS25	119018690	-	413603	0.0259196409891254	0
chr11	118846196	118846696	ATP5L	118401154	+	445058	0.023055953367602	0
chr11	118846196	118846696	HMBS	119084866	+	238430	-0.0082483987551578	0
chr11	118846196	118846696	RPS25	119018690	-	171901	0.0706529247961114	0
chr11	118846196	118846696	TRAPPC4	119018432	+	172022	-0.0307821637286128	0
chr11	119062736	119063236	ATP5L	118401154	+	661598	-0.0092041234229607	0
chr11	119062736	119063236	HMBS	119084866	+	21890	0.0628778250384869	0
